[12:21] 各位线上的朋友大家午安
[02:02:02] 就是他不是只有考虑
[02:02:03] AI的布局
[02:02:04] 他一并去考虑
[02:02:05] 人才的布局
[02:02:07] 而且考虑布局
[02:02:07] 可能是三到五年的概念
[02:02:09] 就是我去考虑
[02:02:10] 未来三到五年
[02:02:10] 我哪些人会多出来
[02:02:12] 因为我reshape的关系
[02:02:14] 这些reshape的人
[02:02:15] 我只要先考虑
[02:02:16] 有好处是什么
[02:02:17] 我就会有时间
[02:02:18] 慢慢去消化这些人
[02:02:20] 这消化可能包括
[02:02:21] 好
[02:02:21] 我这个值能就不要再hire了
[02:02:22] 有可能包括
[02:02:24] 就是我要去
[02:02:24] 怎么去up scale
[02:02:25] 里面几个优秀的人
[02:02:26] 让他去做新的事情
[02:02:28] 或是让他们
[02:02:29] 怎么去用AI工具
[02:02:30] 就你只要把时间拉长
[02:02:32] 你的人才可以动的方法
[02:02:35] 就是很多
[02:02:35] 你如果今天是短时间
[02:02:37] 要看到结果的话
[02:02:38] 那就只比较残酷的做法
[02:02:41] 对吧
[02:02:41] 就是人力优化
[02:02:42] 所以为什么比较领先的公司
[02:02:45] 他们会喜欢
[02:02:45] 就是比较长期来看
[02:02:47] 人才的布局
[02:02:48] 原因就是在这里
[02:02:48] 因为现在AI呢
[02:02:49] 对人才的需求
[02:02:50] 会有个重大变化
[02:02:51] 因为一般我们来看
[02:02:53] 就组织流程跟人才
[02:02:54] 这个三个是要搭配在一起的
[02:02:56] 那当然就是你改变了一个
[02:02:57] 或两个
[02:02:58] 那第三个
[02:02:59] 一定要跟着这个来调整
[02:03:00] 因为包含
[02:03:00] 组织跟流程变了之后
[02:03:02] 你需要的新的能力
[02:03:04] 是什么样的人
[02:03:05] 是
[02:03:05] 你需要重新去做配置
[02:03:06] 是
[02:03:06] 那我们谈到reserve
[02:03:08] 是在这个里面第二阶段
[02:03:10] 因为第三阶段是invent
[02:03:11] invent这个
[02:03:13] 现在可能离多数公司
[02:03:14] 都还比较远
[02:03:15] 都大概可能在deploy的
[02:03:17] 这个初阶
[02:03:17] 开始往这个reserve
[02:03:19] 这个地方
[02:03:19] 但能不能给我们
[02:03:20] 有一个美梦可以期待
[02:03:22] 那如果往invent的这个方向走
[02:03:24] 可能目前台湾的
[02:03:26] 这些企业来讲
[02:03:27] 就是说
[02:03:27] 它可能有哪些不足
[02:03:28] 或者说
[02:03:29] 它有哪些可能已经做到的地方
[02:03:31] 是可以
[02:03:31] 比较顺利可以期待
[02:03:33] 走到第三阶段
[02:03:34] 首先
[02:03:35] 这个议题比较复杂一点
[02:03:37] invent这个事情
[02:03:39] 我们不会建议
[02:03:40] 我们不会建议公司一定要做
[02:03:42] 原因是因为
[02:03:43] 不是每个公司
[02:03:44] 都需要新的商务模式的
[02:03:45] 尤其是台湾现在
[02:03:47] 有很多winner
[02:03:47] 他们光赚AI的财力
[02:03:49] 可能赚个未来三五年
[02:03:51] 都不是问题
[02:03:52] 我不太会建议他们呢
[02:03:54] 脑子要去想
[02:03:54] 想一些新的这个点子
[02:03:56] 所以那个不是一个必做的
[02:03:59] 可是对某些行业
[02:04:00] 尤其是现在已经有点停滞的行业
[02:04:03] 成长找不到动人的
[02:04:04] 或许AI或是一个新商机
[02:04:07] 对他们来讲
[02:04:07] 所以这个是有点
[02:04:09] depending on你是在哪里
[02:04:10] 的一个选项
[02:04:11] 然后呢
[02:04:12] 至于呢
[02:04:13] 那我今天因为没有机会讲到invent
[02:04:17] 因为invent是完全不同的逻辑
[02:04:19] 像我刚才提到那个租赁车子
[02:04:21] 租赁公司
[02:04:22] 怎么样利用那个大数据
[02:04:24] 或是AI
[02:04:25] 来提供真实服务
[02:04:26] 那这里面其实呢
[02:04:29] 牵扯到新事业开发的概念在里面
[02:04:32] 那也牵扯到呢
[02:04:34] 这个新事业跟旧事业
[02:04:35] 有可能互补
[02:04:36] 但也有可能互打
[02:04:37] 所以这里面的东西是比较复杂一点的
[02:04:40] 那我不太有办法在这个短时间之前
[02:04:42] 讲完清楚
[02:04:42] 对
[02:04:43] 那JT也谈到就是企业代理这一块的
[02:04:46] 这个部分
[02:04:47] 那就是所谓的enterprise的agent这一块
[02:04:50] 那当然现在还在很早期
[02:04:51] 但已经看到有一些
[02:04:53] 不关于个别工作者
[02:04:54] 以及小部分的企业
[02:04:56] 其实也开始在走向这一块
[02:04:58] 那能不能也给我们一些overview
[02:05:00] 是说那这个对企业在继续往
[02:05:02] 企业代理这个地方
[02:05:03] 因为它带来便利
[02:05:04] 但它也有一些相应的风险
[02:05:06] 对
[02:05:06] 比如说你可能是过度授权
[02:05:08] 对
[02:05:08] 就产生了一些
[02:05:09] 可能它没有在你明确知道之下的一些交易
[02:05:13] 或者有些资讯
[02:05:14] 在这个情况之下外漏等等的
[02:05:17] 对
[02:05:18] 我觉得是这样的
[02:05:19] 现在呢
[02:05:20] 这个agent能够帮我们做多少事情
[02:05:22] 可以带来多少风险
[02:05:23] 我不觉得我们
[02:05:24] 现在用这样子可以去推算出来
[02:05:26] 这个最好的方法就是
[02:05:28] 你实际上下去实作
[02:05:29] 像刚才提到
[02:05:30] 我们刚才提到那个案例
[02:05:31] 就是他们有
[02:05:32] 反正就有做pilot
[02:05:33] 然后有做一个叫
[02:05:35] 我们叫mirror process
[02:05:36] 迹象的这个流程
[02:05:37] 另外一个是本来的流程
[02:05:38] 这个比较
[02:05:40] 这个实验组对照组去比较
[02:05:42] 现在只能靠这个样子
[02:05:43] 来判断这个东西的风险跟准度
[02:05:46] 但是我觉得
[02:05:48] 这个肯定比较不建议就是
[02:05:51] 大家因为自己想象的风险
[02:05:52] 或是自己觉得AI不靠谱
[02:05:54] 所以不去拥抱AI
[02:05:56] 我觉得现在这个东西
[02:05:57] 其实我们叫cost of inaction
[02:06:00] 就是你不采取行动的成本跟风险
[02:06:03] 其实是最大的
[02:06:04] 因为AI大家已经眼睛看得到
[02:06:06] 它在很多不同的
[02:06:08] 至少mission
[02:06:09] 或是我们task任务上面呢
[02:06:12] 有带来重大的生产力提升的
[02:06:14] 我们现在呢
[02:06:15] 只是公司们都还在figure out
[02:06:17] 怎么把某task的生产力提升
[02:06:20] 把它串起来
[02:06:21] 变成一个端到端的
[02:06:22] 一个工作的
[02:06:24] 或是一个职能的生产力提升
[02:06:25] 这就是我们在讲的
[02:06:26] reshape这个事情
[02:06:27] reshape这个事情
[02:06:28] 我们还在进化中
[02:06:29] 我也不觉得
[02:06:30] 我们是百分之百
[02:06:32] 搞清楚所有行业要怎么去做
[02:06:33] 我们也是跟客户
[02:06:35] 不同的在一起在探索之中
[02:06:36] 但我想说的就是说
[02:06:39] 代理这个事情呢
[02:06:41] 我们现在几乎都是
[02:06:42] 我们在帮公司做AI转型的时候
[02:06:45] 几乎都是一个必考虑的选项
[02:06:47] 一定要考虑
[02:06:47] 就是说如果今天这个事情
[02:06:49] 用代理来做的话
[02:06:50] 你代理要负责什么
[02:06:52] 你要负责什么
[02:06:53] 然后你跟代理之间要怎么协同
[02:06:55] 人在哪个地方要有checkpoint
[02:06:57] 我具体随便讲
[02:06:59] 就是如果今天你要做一件事任务
[02:07:01] 我随便举例
[02:07:02] 比方说你要做那个
[02:07:03] 那个保险的合保好了
[02:07:04] 你本来呢有20步要做
[02:07:06] 20个这个SOP有20个流程
[02:07:08] 如果现在有代理在的话
[02:07:10] 你很可能的很多流程是给代理做掉了
[02:07:14] 你的人可能只剩下
[02:07:15] 比方说5个checkpoint
[02:07:17] 那你这个东西怎么设计
[02:07:20] 然后checkpoint到的时候呢
[02:07:21] agent要提供你什么样的一个信息
[02:07:23] 人要靠什么样的一个经验
[02:07:25] 或是靠什么样的法则去判断
[02:07:27] 这个事情能够往下一关去走
[02:07:29] 这方面的设计
[02:07:30] 我觉得是很值得大家来探索的
[02:07:33] 那至于探索完之后
[02:07:34] 能不能上线
[02:07:35] 这个东西我们就提了
[02:07:36] 就是利用试点的方法去观察
[02:07:39] 就除了这个时间变短
[02:07:41] 就是那个带来效率提升之外
[02:07:43] 有没有可能有什么额外的风险
[02:07:45] 我的这个IT系统
[02:07:47] 或是AI系统
[02:07:48] 有没有可能有什么样的一个
[02:07:49] 资安漏洞
[02:07:50] 等等这些事情
[02:07:51] 就比较有办法在这个场景之下来探索
[02:07:54] 而不是呢
[02:07:55] 一开始关起门来在想
[02:07:56] 哇我这个东西到后来
[02:07:58] 这个资料泄露的话怎么办
[02:08:00] 等等这样的话你就没办法往前走
[02:08:01] 是因为这个也提醒我就是说
[02:08:04] 在前天我刚好参与了一个金融业的一个做一个论坛
[02:08:09] 就是Mastercard跟台湾的联合信用卡中心
[02:08:11] 其中也谈到是说
[02:08:13] 你在规范就监管跟这个授权之间
[02:08:17] 你要取得一个平衡
[02:08:18] 对
[02:08:18] 因为监管过度
[02:08:19] 用户体验不好
[02:08:20] 大家就不会来
[02:08:21] 是
[02:08:21] 所以很安全
[02:08:22] 但是没有效用
[02:08:23] 但是你让大家很好用
[02:08:25] 是
[02:08:25] 以至于过度授权
[02:08:27] 产生了一些
[02:08:27] 你没有预习到的风险
[02:08:29] 后面可能就是一堆烂摊子要去收拾
[02:08:32] 这个也不是大家所乐见
[02:08:33] 所以这个中间一定要取得一个平衡
[02:08:34] 好
[02:08:35] 那我们接下来我们也来看一下一些线上的
[02:08:38] 观众朋友的一些提问
[02:08:40] 那这里面也有提到说
[02:08:50] 因为针对大企业
[02:08:52] 当然是JT非常熟悉的
[02:08:55] 那如果是比较中小型的企业呢
[02:08:57] 就是他们怎么样从
[02:08:58] 可能刚才JT所分享的这个经验里面
[02:09:02] 我想应该是大概多数是共通的
[02:09:04] 那有没有一些特别
[02:09:05] 可能针对它规模这么小
[02:09:07] 它没有办法有这么多的资源
[02:09:08] 好 这个是好问题
[02:09:10] 那个我刚才讲的
[02:09:12] 您刚才有提到部门能做什么事情吗
[02:09:15] 小公司有另外一个好处
[02:09:18] 大家都觉得小公司没有资源
[02:09:19] 对吧
[02:09:19] 那首先我们也比较难去服务小公司
[02:09:22] 那但小公司always有个强处
[02:09:24] 就是它很灵活
[02:09:26] 而且很多小公司
[02:09:27] 我们要说服小公司的CEO
[02:09:29] 来主导AI转型
[02:09:30] 是相对容易的
[02:09:32] 要说服大公司的CEO
[02:09:34] 主导AI转型是相对困难的
[02:09:36] 所以小公司它有它的优势
[02:09:38] 而且小公司在做AI转型的时候
[02:09:39] 它可能投资不需要那么的大
[02:09:41] 也不需要去买一大堆那个什么H200的server等等
[02:09:45] 不需要搞那么复杂
[02:09:46] 所以小公司呢不代表小公司做不了AI转型
[02:09:50] 我们刚才讲的那些原则其实基本上还是成立的
[02:09:53] 包括你一定要top down
[02:09:55] 包括你尽量去思考
[02:09:57] 我公司里面有哪些关键的职能我希望重塑
[02:10:01] 利用比方说是比较结果导向重新去思考的
[02:10:04] 那这些东西其实都hold
[02:10:06] 所以我不觉得说今天公司因为小公司
[02:10:09] 所以呢它能做的事情是受限的
[02:10:11] 反正因为它公司小它更应该要用AI
[02:10:14] 否则它没有能力去跟大公司竞争
[02:10:16] 但你顾不了那么多人没有那么多资源就想办法让AI发挥更大的效益
[02:10:20] 没错没错没错
[02:10:22] 所以小公司有很多大公司没办法考虑的想象空间
[02:10:25] 比方说你以前要做一个游戏
[02:10:27] 你可能光是做那些R设计
[02:10:29] 你可能就需要上百个人甚至上千人
[02:10:32] 你现在小公司如果你今天只有三个人
[02:10:34] 你如果今天也想设计游戏
[02:10:37] 你一定不会用大公司的做法对吧
[02:10:39] 你这个时候反而AI对你来讲是一个天然的选项
[02:10:42] 那那个时候你就可以用非常不一样的
[02:10:45] 从零开始去想如果我今天只有一个人
[02:10:47] 加上一堆AI的工具我能做什么事情
[02:10:50] 那现在当然有很多所谓一人公司
[02:10:52] 虽然里面有一些我觉得有一些猫腻
[02:10:54] 但是就是说那个精神我觉得是很值得
[02:10:57] 值得很多规模比较小的公司参考的
[02:11:00] 你可以用你现在那么小的规模去做much bigger job
[02:11:03] 所以我觉得是不一样的
[02:11:05] 遇到不一样的挑战跟机会
[02:11:07] 那同样就是说在这个过程里面就是
[02:11:10] 当然台湾的企业不管大型或重要型的
[02:11:13] 跟国外的我想应该百分之八九十
[02:11:16] 大家碰到的情况问题解决
[02:11:18] 或得到的这个成果差不多
[02:11:19] 有没有可能就有那个百分之五
[02:11:22] 百分之十是属于台湾本地比较特殊的
[02:11:25] 当然对当然有就就每个行业的这百分之五都不太一样
[02:11:30] 你刚才已经提到像我们的金融跟保险
[02:11:33] 这个也是我们的强促也是我们的挑战嘛
[02:11:36] 就是我们的监管特别严格嘛
[02:11:38] 所以有很多那种很creative的
[02:11:41] 或甚至国外的一些一些实践
[02:11:44] 我们本来想要这个给拿进来给大家用
[02:11:47] 但是就很难因为就是有法规的关系
[02:11:50] 所以这个就是那个百分之五
[02:11:52] 那你刚才提到就是如果是制造业来讲的话
[02:11:54] 我们的百分之五可能是在于呢
[02:11:56] 这个机会成本的意思
[02:11:57] 就是说同样是CEO的attention
[02:12:00] 他宁愿花时间去多赚钱
[02:12:03] 因为现在订单一直来
[02:12:05] 他宁愿去解决手边的问题
[02:12:07] 你要他花力气去考虑未来三年的重塑
[02:12:10] 他可能对他来讲这是一个选择嘛
[02:12:13] 这个就是台湾specific百分之五
[02:12:15] 所以每一个行业他遇到那百分之五的部分不太一样
[02:12:18] 但是呢很多的问题的本质都很像
[02:12:21] 比方说你的AI的投资
[02:12:23] 你怎么样能够创造价值
[02:12:24] 这个几乎是全世界每个CEO现在都在烦恼
[02:12:27] 不能够只是给大家一直去买算力
[02:12:30] 一直去买花钱买工具
[02:12:32] 那最后花钱的话
[02:12:33] 那我这个几百万几千万美金的投资
[02:12:36] 那最后最后换成什么东西
[02:12:38] 没有人回答出来
[02:12:39] 都是回答说老板因为这样子
[02:12:41] 我一个文案以前要写三个礼拜
[02:12:43] 现在我一个礼拜就写出来
[02:12:45] 好很好那你的人怎么没给我扫下来啊
[02:12:47] 或是你的生产力怎么没给我提升啊
[02:12:49] 大家回答不出来
[02:12:51] 这个事情我觉得是越来越明显
[02:12:53] 就是说从去年开始我们就听到这个声音
[02:12:55] 今年的话这个会是变成一个
[02:12:56] 主要大家去烦恼的问题
[02:12:58] 了解
[02:12:59] 因为你刚才举这个例子非常好
[02:13:00] 就是说那个保险
[02:13:01] 因为特别是我们的健保的系统
[02:13:03] 跟我们的这个联合信用卡中心
[02:13:05] 其实过去帮台湾把关很好
[02:13:07] 是说所以我们台湾不太容易形成金融风暴
[02:13:09] 有很多其实银行不能去做这个事情
[02:13:12] 保险公司不能去做这个事情
[02:13:13] 那我们的健保其实资料其实非常齐全
[02:13:16] 但是呢就是说相对也不会轻易去授权
[02:13:19] 给厂家去使用
[02:13:20] 这个也保障了隐私
[02:13:22] 这个其实对于消费者来讲是一个很好的一个保障
[02:13:26] 那当然就是当有时候创新
[02:13:27] 我们稍微要冒一点风险
[02:13:29] 所以这个是适度可能就是那个百分之五
[02:13:31] 稍微也不要跨一大步
[02:13:33] 可能一小步先POC
[02:13:34] 是
[02:13:35] 像很多的部门事情的那些新的案子一样
[02:13:37] 对对对对
[02:13:38] POC 沙盒等等
[02:13:40] 反正总是希望能够有尝试的空间
[02:13:43] 如果大家就为了风险
[02:13:45] 然后不敢往前的话
[02:13:46] 那你就很难利用到AI的真正价值
[02:13:48] 那等于就是在AI这个时代里面
[02:13:50] 我们自己把一扇门关上
[02:13:51] 是
[02:13:52] 当然这个是非常可惜
[02:13:53] 那如果说把它打开去外面有一个世界可以期待
[02:13:56] 当然不一定一片美好
[02:13:58] 它也会充满挑战
[02:13:59] 但至少你有这个机会去参与到这个
[02:14:02] 就是变化快速
[02:14:04] 然后形成很多的新的可能性的一个时代
[02:14:07] 是的是的
[02:14:08] 好今天非常谢谢JT
[02:14:09] 好谢谢
[02:14:10] 那我们直播论坛来跟我们的
[02:14:12] 线上观众朋友来分享
[02:14:14] 就是怎么样像百分之一的使用者取经
[02:14:17] 已经特别从很多的企业的这个案例
[02:14:19] 他们从波士顿顾问公司
[02:14:20] 全球的这些客户的实战经验里面
[02:14:23] 跟大家也举了这个例子
[02:14:25] 那非常重要的就是说
[02:14:26] top down
[02:14:27] 然后老板带领主管
[02:14:30] 来进行这样的案子
[02:14:32] 他的成功率会高上许多
[02:14:34] 是
[02:14:35] 好谢谢JT
[02:14:36] 谢谢大家
[02:14:37] 也谢谢我们所有的这些
[02:14:39] 就是观众朋友的收看
[02:14:41] 那也欢迎给我们提供意见
[02:14:43] 那我们接下来就是包含
[02:14:45] 我们要进行
[02:14:47] 就是也再次提醒大家是说
[02:14:51] 我们有这个
[02:14:52] 我们活动的这个问卷
[02:14:55] 那也请大家能够抽空可以下载
[02:14:58] 来帮我们填写
[02:14:59] 那有任何就是大家
[02:15:01] 关于这个AI的部分
[02:15:03] 相关的想要再更进一步了解的一些问题
[02:15:06] 话题都欢迎可以反映提供给我们
[02:15:09] 那甚至可能希望JT下次再来一趟
[02:15:12] 再跟大家更进一步来
[02:15:13] 把一些可能今天还来不及讲完的一些
[02:15:16] 一些重要的一些部分
[02:15:18] 可以再有进一步的分享
[02:15:19] 我们也很期待
[02:15:20] 那所以呢
[02:15:21] 所以呢
[02:15:22] 接下来就包含是说
[02:15:23] 我们的未来经理人论坛
[02:15:25] 在七月份
[02:15:26] 那也请大家
[02:15:27] 也可以扫我们的这个QR Code
[02:15:29] 来关注
[02:15:30] 那也欢迎大家来参加这个
[02:15:32] 未来经理人论坛
[02:15:33] 今年主题是AI for Impact
[02:15:35] 那以及我们在6月24到6月26日
[02:15:38] 在原山花博
[02:15:39] 我们的AI Taiwan未来商务展
[02:15:41] 那我们这一次会有
[02:15:43] 全系列的AI解方的完整的一个展示
[02:15:46] 那现场也会有
[02:15:47] 厂商的这个媒合环节
[02:15:48] 提供解答
[02:15:49] 以及咨询服务
[02:15:51] 那也欢迎大家
[02:15:52] 有兴趣的
[02:15:53] 都到我们的
[02:15:55] AI Taiwan未来商务展
[02:15:56] 以及我们的未来经理人论坛
[02:15:59] 那今天再次感谢大家
[02:16:01] 那也请大家
[02:16:02] 可以多订阅我们的频道
[02:16:04] 以及扫描
[02:16:06] 我们的问卷
[02:16:07] 提供我们的这个心得
[02:16:08] 那我们的直播论坛到这边
[02:16:09] 去
[02:16:10] 照顾
[02:16:18] 作评论坛
[02:16:19] 其实我们分享到这边
[02:16:20] 评论坛
[02:16:21] 里面
[02:16:22] 我们的电话
