[00:12:21] 各位線上的朋友大家午安
[01:55:46] 他的工作大部分
[01:55:47] 都在辦公室裡面
[01:55:48] 我比方說
[01:55:49] 如果你是像什麼
[01:55:50] IC設計公司
[01:55:51] 他其實大部分都是RD
[01:55:52] RD是關鍵
[01:55:53] 那RD就是在辦公室
[01:55:55] 然後如果你今天是製造業
[01:55:57] 當然就是工廠為主
[01:55:58] 然後你現在CEO
[01:55:59] 在做這個資源分配的時候
[01:56:01] 我剛才提到
[01:56:02] 那個reshape
[01:56:02] 你永遠是要先找一到兩個最關鍵的
[01:56:05] 職能來reshape
[01:56:06] 是
[01:56:06] 那這個時候就會牽扯到
[01:56:08] 就是說
[01:56:08] 你到底要把錢投在辦公室上面
[01:56:10] 或是把錢投在工廠上面
[01:56:12] 但是您剛才講到一點
[01:56:14] 我覺得可能
[01:56:16] 就說
[01:56:18] 不完全
[01:56:19] 就是
[01:56:20] 現在臺灣的製造業
[01:56:22] 都已經把
[01:56:22] AI的製造都摸透了
[01:56:25] 我必須講這句話
[01:56:27] 對
[01:56:27] 有很多
[01:56:28] 應該這樣講
[01:56:29] 就是
[01:56:29] 幾乎我們很多這個領先的企業
[01:56:32] 他AI的應用都已經鋪開來了
[01:56:34] 這是沒問題的
[01:56:36] 可是我剛才提到價值創造
[01:56:38] 是不是不太一樣了
[01:56:39] 就我們現在看到
[01:56:40] 很多還是點撞的
[01:56:41] 比方說他在某個生產的步驟上面
[01:56:44] 有打握AI的東西
[01:56:45] 比方說利用AI來做一些什麼
[01:56:48] 你叫瑕疵檢測也好
[01:56:49] 或是做一些測量也好
[01:56:51] 或是做一些預防性維護也好
[01:56:54] 就他在點撞上面有
[01:56:55] 可是今天你說有沒有端到端
[01:56:57] 真的從top down的一個價值創造觀點來看
[01:57:00] top down的意思是什麼
[01:57:01] 比方說用RD的角度來看就是
[01:57:03] 你有沒有辦法用更少的人
[01:57:05] 更快的時間去做你以前做的產品
[01:57:08] 像這種的就是你直接從結果論
[01:57:11] 所以我剛才講outcome based
[01:57:12] 你如果從這個角度來看的話
[01:57:14] 你會發現很多公司都還有挺多進步空間的
[01:57:17] 原因就是因為他們so far的都太點撞的應用focus
[01:57:20] 沒有端到端去把這個事情重新思考
[01:57:23] 重新打通
[01:57:24] 所以我們才會說
[01:57:25] AI轉型現在有大量的工作其實可以做
[01:57:27] 不管是你已經做了自認委已經推了很久的東西
[01:57:31] 或是你完全沒推的東西
[01:57:33] 這個很像就是說水塔放在六樓頂
[01:57:36] 那你要留到一樓
[01:57:37] 如果一樓要得到一個足夠的水的供應
[01:57:40] 就每一層那個
[01:57:41] 沒錯
[01:57:41] 可能堵塞的水管都需要疏通
[01:57:43] 沒錯沒錯
[01:57:43] 不能說六五四三都疏通
[01:57:45] 二樓沒疏通
[01:57:46] 沒錯沒錯
[01:57:47] 那一樓還是沒有辦法得到
[01:57:48] 沒錯沒錯
[01:57:48] 那這裡面又牽扯到呢
[01:57:50] 過去就是因為大家在推
[01:57:51] 從以前大資料時代吧
[01:57:53] 過去大家都在推這個事情的時候
[01:57:54] 都是很你可以說button up
[01:57:57] 意思就是說
[01:57:58] 因為對老闆來講
[01:57:59] 我哪懂這個生產的這些細節
[01:58:02] 所以我就要求呢
[01:58:03] 比方說工廠呢
[01:58:04] 去想你的AI有什麼應用
[01:58:06] 就大家呢
[01:58:07] 永遠都是點狀來想這個事情
[01:58:08] 所以因為大家都只看得到自己的scope嘛
[01:58:11] 那這個每一個人看到scope
[01:58:13] 就你剛才講的幾樓幾樓幾樓啦
[01:58:15] 所以你最後呢
[01:58:16] 可能在某幾樓
[01:58:18] 它的水管特別的粗
[01:58:20] 可是呢
[01:58:21] 某幾樓它就沒有跟上
[01:58:22] 塞速
[01:58:23] 所以最後呢它就是整個流下來
[01:58:25] 就不會流得很快
[01:58:26] 原因就是因為這個樣子
[01:58:27] 那所以我們才說
[01:58:27] 一定是要用不同的視角
[01:58:29] 從top down的角度
[01:58:30] 所以我今天一直強調的是top down
[01:58:32] 結果導向
[01:58:33] 去看說好
[01:58:34] 我今天就是要最多的水流下來
[01:58:36] 我用什麼樣的邏輯來思考
[01:58:39] 搞不好它的邏輯
[01:58:40] 根本不是水管邏輯哦
[01:58:42] 可能它邏輯搞不好就是
[01:58:43] 今天一個東西
[01:58:44] 你把它放在一個容器
[01:58:46] 直接掉下來
[01:58:47] 你知道就是你會重新去想
[01:58:49] 就是說用什麼樣子
[01:58:50] 可以最短的時間上
[01:58:51] 最多的水下來
[01:58:52] 所以搞不好結果不是水管做出而已
[01:58:55] 所以這個事情
[01:58:56] 這有點我們常講的低性原理嘛
[01:58:59] 你要回到這裡面去重新去思考
[01:59:01] 你才有辦法把這個架子整個開啟
[01:59:02] 對
[01:59:03] 因為它有可能從地下
[01:59:04] 拉水管直接從
[01:59:06] 搞不好
[01:59:06] 對
[01:59:07] 為了達到目的嘛
[01:59:08] 怎麼做最快
[01:59:09] 就看它能夠取得的工具
[01:59:10] 跟它的整體的規劃
[01:59:12] 沒錯
[01:59:12] 那其實JD在
[01:59:14] 剛才簡報裡面也提到說
[01:59:16] 那些AI領先的企業
[01:59:17] 跟AI落後的企業
[01:59:18] 一個很大的差別
[01:59:19] 就是top down
[01:59:20] 那當然第一點就是
[01:59:22] 老闆帶領高階主管
[01:59:23] 一起投入下來
[01:59:24] 那以及就是說
[01:59:26] 是不是有設立像
[01:59:26] Chief Data Officer
[01:59:27] 設立Chief AI Officer
[01:59:29] 像這樣的一個新的職務
[01:59:31] 來做這個事情
[01:59:32] 是很關鍵的
[01:59:33] 那回來我們來看臺灣
[01:59:35] 就是說那當然我們今天
[01:59:36] 可能有很多觀眾
[01:59:37] 是屬於這個中階主管
[01:59:39] 或者是所謂的專業工作者
[01:59:41] 那如果他現在碰到
[01:59:43] 就是我在我的公司裡面
[01:59:44] 老闆就不是top down的情況
[01:59:45] 那他除了可能
[01:59:46] 換一家公司之外
[01:59:47] 他可以有什麼樣一些建議
[01:59:49] 或者他可以做什麼
[01:59:50] 努力去改變這個
[01:59:51] 對
[01:59:51] 首先我剛才有講
[01:59:52] 因為發揮價值有三種
[01:59:54] 一種用工具叫deploy
[01:59:55] reshape
[01:59:56] 一個叫invent
[01:59:57] 不管是誰
[01:59:59] deploy一定可以用
[02:00:01] 就算你是非常
[02:00:03] 這個一線的員工
[02:00:03] 你還是可以用很多
[02:00:05] 就是基礎的AI工具
[02:00:06] 所以我會覺得
[02:00:08] 就是大家在自己的崗位上
[02:00:09] 一定有AI可以發揮的點
[02:00:11] 但您講的沒錯
[02:00:11] 真正要發揮巨大的價值
[02:00:13] 一定是從上面
[02:00:14] 一定要貫徹下來
[02:00:16] 所以部門長能做的事情
[02:00:18] 一定只能在部門做
[02:00:19] 這個我覺得是部門長的極限
[02:00:21] 但是哪怕是這樣子
[02:00:22] 部門裡面要做的事情
[02:00:23] 還是很多
[02:00:24] 對所以我不覺得
[02:00:25] 大家會沒有事幹
[02:00:27] 對
[02:00:27] 因為剛才提到說
[02:00:28] 像許那三個部門的
[02:00:30] 那個例子
[02:00:30] 就是他都有一些
[02:00:31] 小的專案先實行
[02:00:33] 是是是
[02:00:34] OK
[02:00:34] 然後再推動到
[02:00:35] 所以他其實有點像是
[02:00:36] 我們在談新創的這種
[02:00:38] POC的概念
[02:00:39] 對
[02:00:39] 所以是不是類似像這種
[02:00:41] 就是比較敏捷
[02:00:42] 或者
[02:00:42] 是是是
[02:00:43] POC這種
[02:00:44] 小案子去試錯
[02:00:46] 其實在推
[02:00:47] AI
[02:01:04] 所以可能這裡加速個一層
[02:01:06] 這裡加速個1.5層
[02:01:07] 一層一層這樣
[02:01:07] 這個事情
[02:01:08] 我相信部門長是
[02:01:09] 很容易可以推的
[02:01:10] 不太容易推的就是
[02:01:12] 我剛才講反過來
[02:01:13] 就說
[02:01:14] 怎麼樣子呢
[02:01:16] 用你現在三分之一的人力
[02:01:17] 來做到一樣的事情
[02:01:18] 這個對部門長來講
[02:01:20] 就很難推了
[02:01:21] 那難推呢
[02:01:22] 其實有另外一個
[02:01:23] 潛在原因
[02:01:23] 大家大概感受到了
[02:01:24] 哪一個部門長
[02:01:26] 會主動舉手跟老闆說
[02:01:27] 老闆你給我AI的錢
[02:01:29] 我可以
[02:01:30] 請我一半的員工走掉
[02:01:32] 不會有一個部門長
[02:01:33] 願意舉這個手
[02:01:34] 所以為什麼這個事情
[02:01:35] 是需要top down來思考
[02:01:36] 那當然top down思考的時候
[02:01:38] 不是隻是砍人
[02:01:39] 這個當然這是
[02:01:40] 比較美國派的做法
[02:01:41] 就是我同樣一包錢
[02:01:43] 我一半給AI
[02:01:44] 一半剩下給人
[02:01:45] 對吧
[02:01:45] 這種思考不一定是唯一解
[02:01:47] 他有可能解釋說
[02:01:48] 今天我怎麼樣
[02:01:49] 把這一群多出來的人
[02:01:51] 用來做
[02:01:53] 未來我要做的事情
[02:01:54] 所以我其實剛才
[02:01:55] 沒有時間談到
[02:01:56] 就是說
[02:01:57] 我們在10 20 70裡面呢
[02:01:59] 有一個部分
[02:02:00] 我們發現是很多領先者
[02:02:02] 有去思考
[02:02:02] 就是他不是隻有考慮
[02:02:03] AI的佈局
[02:02:04] 他一併去考慮
[02:02:05] 人才的佈局
[02:02:07] 而且考慮佈局
[02:02:07] 可能是三到五年的概念
[02:02:09] 就是我去考慮
[02:02:10] 未來三到五年
[02:02:10] 我哪些人會多出來
[02:02:12] 因為我reshape的關係
[02:02:14] 這些reshape的人
[02:02:15] 我只要先考慮
[02:02:16] 有好處是什麼
[02:02:17] 我就會有時間
[02:02:18] 慢慢去消化這些人
[02:02:20] 這消化可能包括
[02:02:21] 好
[02:02:21] 我這個值能就不要再hire了
[02:02:22] 有可能包括
[02:02:24] 就是我要去
[02:02:24] 怎麼去up scale
[02:02:25] 裡面幾個優秀的人
[02:02:26] 讓他去做新的事情
[02:02:28] 或是讓他們
[02:02:29] 怎麼去用AI工具
[02:02:30] 就你只要把時間拉長
[02:02:32] 你的人才可以動的方法
[02:02:35] 就是很多
[02:02:35] 你如果今天是短時間
[02:02:37] 要看到結果的話
[02:02:38] 那就只比較殘酷的做法
[02:02:41] 對吧
[02:02:41] 就是人力最佳化
[02:02:42] 所以為什麼比較領先的公司
[02:02:45] 他們會喜歡
[02:02:45] 就是比較長期來看
[02:02:47] 人才的佈局
[02:02:48] 原因就是在這裡
[02:02:48] 因為現在AI呢
[02:02:49] 對人才的需求
[02:02:50] 會有個重大變化
[02:02:51] 因為一般我們來看
[02:02:53] 就組織流程跟人才
[02:02:54] 這個三個是要搭配在一起的
[02:02:56] 那當然就是你改變了一個
[02:02:57] 或兩個
[02:02:58] 那第三個
[02:02:59] 一定要跟著這個來調整
[02:03:00] 因為包含
[02:03:00] 組織跟流程變了之後
[02:03:02] 你需要的新的能力
[02:03:04] 是什麼樣的人
[02:03:05] 是
[02:03:05] 你需要重新去做配置
[02:03:06] 是
[02:03:06] 那我們談到reserve
[02:03:08] 是在這個裡面第二階段
[02:03:10] 因為第三階段是invent
[02:03:11] invent這個
[02:03:13] 現在可能離多數公司
[02:03:14] 都還比較遠
[02:03:15] 都大概可能在deploy的
[02:03:17] 這個初階
[02:03:17] 開始往這個reserve
[02:03:19] 這個地方
[02:03:19] 但能不能給我們
[02:03:20] 有一個美夢可以期待
[02:03:22] 那如果往invent的這個方向走
[02:03:24] 可能目前臺灣的
[02:03:26] 這些企業來講
[02:03:27] 就是說
[02:03:27] 它可能有哪些不足
[02:03:28] 或者說
[02:03:29] 它有哪些可能已經做到的地方
[02:03:31] 是可以
[02:03:31] 比較順利可以期待
[02:03:33] 走到第三階段
[02:03:34] 首先
[02:03:35] 這個議題比較複雜一點
[02:03:37] invent這個事情
[02:03:39] 我們不會建議
[02:03:40] 我們不會建議公司一定要做
[02:03:42] 原因是因為
[02:03:43] 不是每個公司
[02:03:44] 都需要新的商務模式的
[02:03:45] 尤其是臺灣現在
[02:03:47] 有很多winner
[02:03:47] 他們光賺AI的財力
[02:03:49] 可能賺個未來三五年
[02:03:51] 都不是問題
[02:03:52] 我不太會建議他們呢
[02:03:54] 腦子要去想
[02:03:54] 想一些新的這個點子
[02:03:56] 所以那個不是一個必做的
[02:03:59] 可是對某些行業
[02:04:00] 尤其是現在已經有點停滯的行業
[02:04:03] 成長找不到動人的
[02:04:04] 或許AI或是一個新商機
[02:04:07] 對他們來講
[02:04:07] 所以這個是有點
[02:04:09] depending on你是在哪裡
[02:04:10] 的一個選項
[02:04:11] 然後呢
[02:04:12] 至於呢
[02:04:13] 那我今天因為沒有機會講到invent
[02:04:17] 因為invent是完全不同的邏輯
[02:04:19] 像我剛才提到那個租賃車子
[02:04:21] 租賃公司
[02:04:22] 怎麼樣利用那個大資料
[02:04:24] 或是AI
[02:04:25] 來提供真實服務
[02:04:26] 那這裡面其實呢
[02:04:29] 牽扯到新事業開發的概念在裡面
[02:04:32] 那也牽扯到呢
[02:04:34] 這個新事業跟舊事業
[02:04:35] 有可能互補
[02:04:36] 但也有可能互打
[02:04:37] 所以這裡面的東西是比較複雜一點的
[02:04:40] 那我不太有辦法在這個短時間之前
[02:04:42] 講完清楚
[02:04:42] 對
[02:04:43] 那JT也談到就是企業代理這一塊的
[02:04:46] 這個部分
[02:04:47] 那就是所謂的enterprise的agent這一塊
[02:04:50] 那當然現在還在很早期
[02:04:51] 但已經看到有一些
[02:04:53] 不關於個別工作者
[02:04:54] 以及小部分的企業
[02:04:56] 其實也開始在走向這一塊
[02:04:58] 那能不能也給我們一些overview
[02:05:00] 是說那這個對企業在繼續往
[02:05:02] 企業代理這個地方
[02:05:03] 因為它帶來便利
[02:05:04] 但它也有一些相應的風險
[02:05:06] 對
[02:05:06] 比如說你可能是過度授權
[02:05:08] 對
[02:05:08] 就產生了一些
[02:05:09] 可能它沒有在你明確知道之下的一些交易
[02:05:13] 或者有些資訊
[02:05:14] 在這個情況之下外漏等等的
[02:05:17] 對
[02:05:18] 我覺得是這樣的
[02:05:19] 現在呢
[02:05:20] 這個agent能夠幫我們做多少事情
[02:05:22] 可以帶來多少風險
[02:05:23] 我不覺得我們
[02:05:24] 現在用這樣子可以去推算出來
[02:05:26] 這個最好的方法就是
[02:05:28] 你實際上下去實作
[02:05:29] 像剛才提到
[02:05:30] 我們剛才提到那個案例
[02:05:31] 就是他們有
[02:05:32] 反正就有做pilot
[02:05:33] 然後有做一個叫
[02:05:35] 我們叫mirror process
[02:05:36] 跡象的這個流程
[02:05:37] 另外一個是本來的流程
[02:05:38] 這個比較
[02:05:40] 這個實驗組對照組去比較
[02:05:42] 現在只能靠這個樣子
[02:05:43] 來判斷這個東西的風險跟準度
[02:05:46] 但是我覺得
[02:05:48] 這個肯定比較不建議就是
[02:05:51] 大家因為自己想象的風險
[02:05:52] 或是自己覺得AI不靠譜
[02:05:54] 所以不去擁抱AI
[02:05:56] 我覺得現在這個東西
[02:05:57] 其實我們叫cost of inaction
[02:06:00] 就是你不採取行動的成本跟風險
[02:06:03] 其實是最大的
[02:06:04] 因為AI大家已經眼睛看得到
[02:06:06] 它在很多不同的
[02:06:08] 至少mission
[02:06:09] 或是我們task任務上面呢
[02:06:12] 有帶來重大的生產力提升的
[02:06:14] 我們現在呢
[02:06:15] 只是公司們都還在figure out
[02:06:17] 怎麼把某task的生產力提升
[02:06:20] 把它串起來
[02:06:21] 變成一個端到端的
[02:06:22] 一個工作的
[02:06:24] 或是一個職能的生產力提升
[02:06:25] 這就是我們在講的
[02:06:26] reshape這個事情
[02:06:27] reshape這個事情
[02:06:28] 我們還在進化中
[02:06:29] 我也不覺得
[02:06:30] 我們是百分之百
[02:06:32] 搞清楚所有行業要怎麼去做
[02:06:33] 我們也是跟客戶
[02:06:35] 不同的在一起在探索之中
[02:06:36] 但我想說的就是說
[02:06:39] 代理這個事情呢
[02:06:41] 我們現在幾乎都是
[02:06:42] 我們在幫公司做AI轉型的時候
[02:06:45] 幾乎都是一個必考慮的選項
[02:06:47] 一定要考慮
[02:06:47] 就是說如果今天這個事情
[02:06:49] 用代理來做的話
[02:06:50] 你代理要負責什麼
[02:06:52] 你要負責什麼
[02:06:53] 然後你跟代理之間要怎麼協同
[02:06:55] 人在哪個地方要有checkpoint
[02:06:57] 我具體隨便講
[02:06:59] 就是如果今天你要做一件事任務
[02:07:01] 我隨便舉例
[02:07:02] 比方說你要做那個
[02:07:03] 那個保險的合保好了
[02:07:04] 你本來呢有20步要做
[02:07:06] 20個這個SOP有20個流程
[02:07:08] 如果現在有代理在的話
[02:07:10] 你很可能的很多流程是給代理做掉了
[02:07:14] 你的人可能只剩下
[02:07:15] 比方說5個checkpoint
[02:07:17] 那你這個東西怎麼設計
[02:07:20] 然後checkpoint到的時候呢
[02:07:21] agent要提供你什麼樣的一個資訊
[02:07:23] 人要靠什麼樣的一個經驗
[02:07:25] 或是靠什麼樣的法則去判斷
[02:07:27] 這個事情能夠往下一關去走
[02:07:29] 這方面的設計
[02:07:30] 我覺得是很值得大家來探索的
[02:07:33] 那至於探索完之後
[02:07:34] 能不能上線
[02:07:35] 這個東西我們就提了
[02:07:36] 就是利用試點的方法去觀察
[02:07:39] 就除了這個時間變短
[02:07:41] 就是那個帶來效率提升之外
[02:07:43] 有沒有可能有什麼額外的風險
[02:07:45] 我的這個IT系統
[02:07:47] 或是AI系統
[02:07:48] 有沒有可能有什麼樣的一個
[02:07:49] 資安漏洞
[02:07:50] 等等這些事情
[02:07:51] 就比較有辦法在這個場景之下來探索
[02:07:54] 而不是呢
[02:07:55] 一開始關起門來在想
[02:07:56] 哇我這個東西到後來
[02:07:58] 這個資料洩露的話怎麼辦
[02:08:00] 等等這樣的話你就沒辦法往前走
[02:08:01] 是因為這個也提醒我就是說
[02:08:04] 在前天我剛好參與了一個金融業的一個做一個論壇
[02:08:09] 就是Mastercard跟臺灣的聯合信用卡中心
[02:08:11] 其中也談到是說
[02:08:13] 你在規範就監管跟這個授權之間
[02:08:17] 你要取得一個平衡
[02:08:18] 對
[02:08:18] 因為監管過度
[02:08:19] 使用者體驗不好
[02:08:20] 大家就不會來
[02:08:21] 是
[02:08:21] 所以很安全
[02:08:22] 但是沒有效用
[02:08:23] 但是你讓大家很好用
[02:08:25] 是
[02:08:25] 以至於過度授權
[02:08:27] 產生了一些
[02:08:27] 你沒有預習到的風險
[02:08:29] 後面可能就是一堆爛攤子要去收拾
[02:08:32] 這個也不是大家所樂見
[02:08:33] 所以這個中間一定要取得一個平衡
[02:08:34] 好
[02:08:35] 那我們接下來我們也來看一下一些線上的
[02:08:38] 觀眾朋友的一些提問
[02:08:40] 那這裡面也有提到說
[02:08:50] 因為針對大企業
[02:08:52] 當然是JT非常熟悉的
[02:08:55] 那如果是比較中小型的企業呢
[02:08:57] 就是他們怎麼樣從
[02:08:58] 可能剛才JT所分享的這個經驗裡面
[02:09:02] 我想應該是大概多數是共通的
[02:09:04] 那有沒有一些特別
[02:09:05] 可能針對它規模這麼小
[02:09:07] 它沒有辦法有這麼多的資源
[02:09:08] 好 這個是好問題
[02:09:10] 那個我剛才講的
[02:09:12] 您剛才有提到部門能做什麼事情嗎
[02:09:15] 小公司有另外一個好處
[02:09:18] 大家都覺得小公司沒有資源
[02:09:19] 對吧
[02:09:19] 那首先我們也比較難去服務小公司
[02:09:22] 那但小公司always有個強處
[02:09:24] 就是它很靈活
[02:09:26] 而且很多小公司
[02:09:27] 我們要說服小公司的CEO
[02:09:29] 來主導AI轉型
[02:09:30] 是相對容易的
[02:09:32] 要說服大公司的CEO
[02:09:34] 主導AI轉型是相對困難的
[02:09:36] 所以小公司它有它的優勢
[02:09:38] 而且小公司在做AI轉型的時候
[02:09:39] 它可能投資不需要那麼的大
[02:09:41] 也不需要去買一大堆那個什麼H200的server等等
[02:09:45] 不需要搞那麼複雜
[02:09:46] 所以小公司呢不代表小公司做不了AI轉型
[02:09:50] 我們剛才講的那些原則其實基本上還是成立的
[02:09:53] 包括你一定要top down
[02:09:55] 包括你儘量去思考
[02:09:57] 我公司裡面有哪些關鍵的職能我希望重塑
[02:10:01] 利用比方說是比較結果導向重新去思考的
[02:10:04] 那這些東西其實都hold
[02:10:06] 所以我不覺得說今天公司因為小公司
[02:10:09] 所以呢它能做的事情是受限的
[02:10:11] 反正因為它公司小它更應該要用AI
[02:10:14] 否則它沒有能力去跟大公司競爭
[02:10:16] 但你顧不了那麼多人沒有那麼多資源就想辦法讓AI發揮更大的效益
[02:10:20] 沒錯沒錯沒錯
[02:10:22] 所以小公司有很多大公司沒辦法考慮的想象空間
[02:10:25] 比方說你以前要做一個遊戲
[02:10:27] 你可能光是做那些R設計
[02:10:29] 你可能就需要上百個人甚至上千人
[02:10:32] 你現在小公司如果你今天只有三個人
[02:10:34] 你如果今天也想設計遊戲
[02:10:37] 你一定不會用大公司的做法對吧
[02:10:39] 你這個時候反而AI對你來講是一個天然的選項
[02:10:42] 那那個時候你就可以用非常不一樣的
[02:10:45] 從零開始去想如果我今天只有一個人
[02:10:47] 加上一堆AI的工具我能做什麼事情
[02:10:50] 那現在當然有很多所謂一人公司
[02:10:52] 雖然裡面有一些我覺得有一些貓膩
[02:10:54] 但是就是說那個精神我覺得是很值得
[02:10:57] 值得很多規模比較小的公司參考的
[02:11:00] 你可以用你現在那麼小的規模去做much bigger job
[02:11:03] 所以我覺得是不一樣的
[02:11:05] 遇到不一樣的挑戰跟機會
[02:11:07] 那同樣就是說在這個過程裡面就是
[02:11:10] 當然臺灣的企業不管大型或重要型的
[02:11:13] 跟國外的我想應該百分之八九十
[02:11:16] 大家碰到的情況問題解決
[02:11:18] 或得到的這個成果差不多
[02:11:19] 有沒有可能就有那個百分之五
[02:11:22] 百分之十是屬於臺灣本地比較特殊的
[02:11:25] 當然對當然有就就每個行業的這百分之五都不太一樣
[02:11:30] 你剛才已經提到像我們的金融跟保險
[02:11:33] 這個也是我們的強促也是我們的挑戰嘛
[02:11:36] 就是我們的監管特別嚴格嘛
[02:11:38] 所以有很多那種很creative的
[02:11:41] 或甚至國外的一些一些實踐
[02:11:44] 我們本來想要這個給拿進來給大家用
[02:11:47] 但是就很難因為就是有法規的關係
[02:11:50] 所以這個就是那個百分之五
[02:11:52] 那你剛才提到就是如果是製造業來講的話
[02:11:54] 我們的百分之五可能是在於呢
[02:11:56] 這個機會成本的意思
[02:11:57] 就是說同樣是CEO的attention
[02:12:00] 他寧願花時間去多賺錢
[02:12:03] 因為現在訂單一直來
[02:12:05] 他寧願去解決手邊的問題
[02:12:07] 你要他花力氣去考慮未來三年的重塑
[02:12:10] 他可能對他來講這是一個選擇嘛
[02:12:13] 這個就是臺灣specific百分之五
[02:12:15] 所以每一個行業他遇到那百分之五的部分不太一樣
[02:12:18] 但是呢很多的問題的本質都很像
[02:12:21] 比方說你的AI的投資
[02:12:23] 你怎麼樣能夠創造價值
[02:12:24] 這個幾乎是全世界每個CEO現在都在煩惱
[02:12:27] 不能夠只是給大家一直去買算力
[02:12:30] 一直去買花錢買工具
[02:12:32] 那最後花錢的話
[02:12:33] 那我這個幾百萬幾千萬美金的投資
[02:12:36] 那最後最後換成什麼東西
[02:12:38] 沒有人回答出來
[02:12:39] 都是回答說老闆因為這樣子
[02:12:41] 我一個文案以前要寫三個禮拜
[02:12:43] 現在我一個禮拜就寫出來
[02:12:45] 好很好那你的人怎麼沒給我掃下來啊
[02:12:47] 或是你的生產力怎麼沒給我提升啊
[02:12:49] 大家回答不出來
[02:12:51] 這個事情我覺得是越來越明顯
[02:12:53] 就是說從去年開始我們就聽到這個聲音
[02:12:55] 今年的話這個會是變成一個
[02:12:56] 主要大家去煩惱的問題
[02:12:58] 瞭解
[02:12:59] 因為你剛才舉這個例子非常好
[02:13:00] 就是說那個保險
[02:13:01] 因為特別是我們的健保的系統
[02:13:03] 跟我們的這個聯合信用卡中心
[02:13:05] 其實過去幫臺灣把關很好
[02:13:07] 是說所以我們臺灣不太容易形成金融風暴
[02:13:09] 有很多其實銀行不能去做這個事情
[02:13:12] 保險公司不能去做這個事情
[02:13:13] 那我們的健保其實資料其實非常齊全
[02:13:16] 但是呢就是說相對也不會輕易去授權
[02:13:19] 給廠家去使用
[02:13:20] 這個也保障了隱私
[02:13:22] 這個其實對於消費者來講是一個很好的一個保障
[02:13:26] 那當然就是當有時候創新
[02:13:27] 我們稍微要冒一點風險
[02:13:29] 所以這個是適度可能就是那個百分之五
[02:13:31] 稍微也不要跨一大步
[02:13:33] 可能一小步先POC
[02:13:34] 是
[02:13:35] 像很多的部門事情的那些新的案子一樣
[02:13:37] 對對對對
[02:13:38] POC 沙盒等等
[02:13:40] 反正總是希望能夠有嘗試的空間
[02:13:43] 如果大家就為了風險
[02:13:45] 然後不敢往前的話
[02:13:46] 那你就很難利用到AI的真正價值
[02:13:48] 那等於就是在AI這個時代裡面
[02:13:50] 我們自己把一扇門關上
[02:13:51] 是
[02:13:52] 當然這個是非常可惜
[02:13:53] 那如果說把它開啟去外面有一個世界可以期待
[02:13:56] 當然不一定一片美好
[02:13:58] 它也會充滿挑戰
[02:13:59] 但至少你有這個機會去參與到這個
[02:14:02] 就是變化快速
[02:14:04] 然後形成很多的新的可能性的一個時代
[02:14:07] 是的是的
[02:14:08] 好今天非常謝謝JT
[02:14:09] 好謝謝
[02:14:10] 那我們直播論壇來跟我們的
[02:14:12] 線上觀眾朋友來分享
[02:14:14] 就是怎麼樣像百分之一的使用者取經
[02:14:17] 已經特別從很多的企業的這個案例
[02:14:19] 他們從波士頓顧問公司
[02:14:20] 全球的這些客戶的實戰經驗裡面
[02:14:23] 跟大家也舉了這個例子
[02:14:25] 那非常重要的就是說
[02:14:26] top down
[02:14:27] 然後老闆帶領主管
[02:14:30] 來進行這樣的案子
[02:14:32] 他的成功率會高上許多
[02:14:34] 是
[02:14:35] 好謝謝JT
[02:14:36] 謝謝大家
[02:14:37] 也謝謝我們所有的這些
[02:14:39] 就是觀眾朋友的收看
[02:14:41] 那也歡迎給我們提供意見
[02:14:43] 那我們接下來就是包含
[02:14:45] 我們要進行
[02:14:47] 就是也再次提醒大家是說
[02:14:51] 我們有這個
[02:14:52] 我們活動的這個問卷
[02:14:55] 那也請大家能夠抽空可以下載
[02:14:58] 來幫我們填寫
[02:14:59] 那有任何就是大家
[02:15:01] 關於這個AI的部分
[02:15:03] 相關的想要再更進一步瞭解的一些問題
[02:15:06] 話題都歡迎可以反映提供給我們
[02:15:09] 那甚至可能希望JT下次再來一趟
[02:15:12] 再跟大家更進一步來
[02:15:13] 把一些可能今天還來不及講完的一些
[02:15:16] 一些重要的一些部分
[02:15:18] 可以再有進一步的分享
[02:15:19] 我們也很期待
[02:15:20] 那所以呢
[02:15:21] 所以呢
[02:15:22] 接下來就包含是說
[02:15:23] 我們的未來經理人論壇
[02:15:25] 在七月份
[02:15:26] 那也請大家
[02:15:27] 也可以掃我們的這個QR Code
[02:15:29] 來關注
[02:15:30] 那也歡迎大家來參加這個
[02:15:32] 未來經理人論壇
[02:15:33] 今年主題是AI for Impact
[02:15:35] 那以及我們在6月24到6月26日
[02:15:38] 在原山花博
[02:15:39] 我們的AI Taiwan未來商務展
[02:15:41] 那我們這一次會有
[02:15:43] 全系列的AI解方的完整的一個展示
[02:15:46] 那現場也會有
[02:15:47] 廠商的這個媒合環節
[02:15:48] 提供解答
[02:15:49] 以及諮詢服務
[02:15:51] 那也歡迎大家
[02:15:52] 有興趣的
[02:15:53] 都到我們的
[02:15:55] AI Taiwan未來商務展
[02:15:56] 以及我們的未來經理人論壇
[02:15:59] 那今天再次感謝大家
[02:16:01] 那也請大家
[02:16:02] 可以多訂閱我們的頻道
[02:16:04] 以及掃描
[02:16:06] 我們的問卷
[02:16:07] 提供我們的這個心得
[02:16:08] 那我們的直播論壇到這邊
[02:16:09] 去
